t,eta
1118.7,0.22452
1118.8,0.17017
1118.9,0.16238
1119,0.18077
1119.1,0.17184
1119.2,0.14125
1119.3,0.093275
1119.4,0.029189
1119.5,-0.039479
1119.6,-0.10466
1119.7,-0.16305
1119.8,-0.21957
1119.9,-0.28905
1120,-0.36787
1120.1,-0.43007
1120.2,-0.46419
1120.3,-0.50136
1120.4,-0.53966
1120.5,-0.56926
1120.6,-0.57822
1120.7,-0.56057
1120.8,-0.54869
1120.9,-0.53355
1121,-0.49528
1121.1,-0.42905
1121.2,-0.34871
1121.3,-0.24491
1121.4,-0.13781
1121.5,-0.050786
1121.6,0.010319
1121.7,0.073393
1121.8,0.13283
1121.9,0.18787
1122,0.26615
1122.1,0.3466
1122.2,0.41508
1122.3,0.47553
1122.4,0.52318
1122.5,0.5611
1122.6,0.60293
1122.7,0.62914
1122.8,0.63742
1122.9,0.62793
1123,0.5765
1123.1,0.48673
1123.2,0.37446
1123.3,0.25749
1123.4,0.15243
1123.5,0.056418
1123.6,-0.011186
1123.7,-0.067365
1123.8,-0.12686
1123.9,-0.17922
1124,-0.23982
1124.1,-0.28792
1124.2,-0.32474
1124.3,-0.34244
1124.4,-0.33801
1124.5,-0.32797
1124.6,-0.33114
1124.7,-0.34656
1124.8,-0.37377
1124.9,-0.38665
1125,-0.39425
1125.1,-0.40948
1125.2,-0.41024
1125.3,-0.38512
1125.4,-0.34018
1125.5,-0.27878
1125.6,-0.20029
1125.7,-0.1406
1125.8,-0.10948
1125.9,-0.076748
1126,-0.03
1126.1,0.017668
1126.2,0.05379
1126.3,0.088507
1126.4,0.10781
1126.5,0.10997
1126.6,0.12095
1126.7,0.13372
1126.8,0.15526
1126.9,0.17254
1127,0.17955
1127.1,0.15926
1127.2,0.12886
1127.3,0.080702
1127.4,0.014192
1127.5,-0.037574
1127.6,-0.052904
1127.7,-0.056661
1127.8,-0.06411
1127.9,-0.048048
1128,-0.026154
1128.1,-0.029623
1128.2,-0.061626
1128.3,-0.086338
1128.4,-0.10443
1128.5,-0.11356
1128.6,-0.11726
1128.7,-0.096491
1128.8,-0.063579
1128.9,-0.04159
1129,-0.025768
1129.1,-0.012064
1129.2,0.007704
1129.3,0.027814
1129.4,0.065808
1129.5,0.1018
1129.6,0.13706
1129.7,0.18869
1129.8,0.24434
1129.9,0.2815
1130,0.31586
1130.1,0.35482
1130.2,0.37866
1130.3,0.37325
1130.4,0.35514
1130.5,0.32583
1130.6,0.27786
1130.7,0.21397
1130.8,0.16417
1130.9,0.12517
1131,0.090101
1131.1,0.048012
1131.2,-0.0038037
1131.3,-0.052807
1131.4,-0.10429
1131.5,-0.1266
1131.6,-0.11694
1131.7,-0.10405
1131.8,-0.10476
1131.9,-0.10415
1132,-0.10241
1132.1,-0.10841
1132.2,-0.1252
1132.3,-0.14993
1132.4,-0.17277
1132.5,-0.19789
1132.6,-0.23673
1132.7,-0.27994
1132.8,-0.32169
1132.9,-0.35335
1133,-0.34905
1133.1,-0.32003
1133.2,-0.2538
1133.3,-0.16388
1133.4,-0.085906
1133.5,-0.018233
1133.6,0.058781
1133.7,0.13773
1133.8,0.21428
1133.9,0.2777
1134,0.32493
1134.1,0.36942
1134.2,0.41702
1134.3,0.47601
1134.4,0.52393
1134.5,0.55822
1134.6,0.56054
1134.7,0.51783
1134.8,0.44756
1134.9,0.37374
1135,0.30409
1135.1,0.24716
1135.2,0.20396
1135.3,0.14919
1135.4,0.080849
1135.5,0.019008
1135.6,-0.039577
1135.7,-0.086753
1135.8,-0.12109
1135.9,-0.14721
1136,-0.1687
1136.1,-0.19488
1136.2,-0.21104
1136.3,-0.22694
1136.4,-0.25679
1136.5,-0.28533
1136.6,-0.31879
1136.7,-0.36371
1136.8,-0.41161
1136.9,-0.46103
1137,-0.50336
1137.1,-0.53176
1137.2,-0.56585
1137.3,-0.605
1137.4,-0.66046
1137.5,-0.71278
1137.6,-0.75048
1137.7,-0.77683
1137.8,-0.79042
1137.9,-0.77971
1138,-0.76028
1138.1,-0.72948
1138.2,-0.68697
1138.3,-0.62614
1138.4,-0.55594
1138.5,-0.47872
1138.6,-0.41371
1138.7,-0.37059
1138.8,-0.31583
1138.9,-0.22417
1139,-0.10299
1139.1,0.046205
1139.2,0.21006
1139.3,0.36177
1139.4,0.49701
1139.5,0.63043
1139.6,0.76265
1139.7,0.87987
1139.8,0.98558
1139.9,1.084
1140,1.154
1140.1,1.1948
1140.2,1.2191
1140.3,1.2372
1140.4,1.2514
1140.5,1.2657
1140.6,1.2613
1140.7,1.2448
1140.8,1.2181
1140.9,1.1791
1141,1.1268
1141.1,1.0601
1141.2,0.9717
1141.3,0.87585
1141.4,0.75575
1141.5,0.62003
1141.6,0.47336
1141.7,0.30454
1141.8,0.11907
1141.9,-0.073105
1142,-0.24899
1142.1,-0.40448
1142.2,-0.55702
1142.3,-0.68914
1142.4,-0.78691
1142.5,-0.85992
1142.6,-0.90363
1142.7,-0.93256
1142.8,-0.93832
1142.9,-0.90968
1143,-0.86608
1143.1,-0.83872
1143.2,-0.82615
1143.3,-0.82852
1143.4,-0.84719
1143.5,-0.87345
1143.6,-0.88743
1143.7,-0.89173
1143.8,-0.8923
1143.9,-0.88971
1144,-0.87463
1144.1,-0.86325
1144.2,-0.86131
1144.3,-0.86545
1144.4,-0.87251
1144.5,-0.88386
1144.6,-0.86803
1144.7,-0.8083
1144.8,-0.72859
1144.9,-0.64564
1145,-0.54394
1145.1,-0.41007
1145.2,-0.27397
1145.3,-0.15682
1145.4,-0.05321
1145.5,0.061368
1145.6,0.19654
1145.7,0.33777
1145.8,0.47182
1145.9,0.57718
1146,0.65123
1146.1,0.72458
1146.2,0.82182
1146.3,0.92962
1146.4,1.017
1146.5,1.0932
1146.6,1.1758
1146.7,1.2551
1146.8,1.3216
1146.9,1.3558
1147,1.3818
1147.1,1.4027
1147.2,1.3947
1147.3,1.3578
1147.4,1.3293
1147.5,1.3119
1147.6,1.2792
1147.7,1.2058
1147.8,1.0902
1147.9,0.92062
1148,0.72883
1148.1,0.55133
1148.2,0.38162
1148.3,0.22499
1148.4,0.093904
1148.5,-0.0052467
1148.6,-0.12183
1148.7,-0.26399
1148.8,-0.41268
1148.9,-0.56082
1149,-0.70132
1149.1,-0.84545
1149.2,-0.98639
1149.3,-1.119
1149.4,-1.2316
1149.5,-1.3215
1149.6,-1.3449
1149.7,-1.3306
1149.8,-1.3356
1149.9,-1.3523
1150,-1.3743
1150.1,-1.3632
1150.2,-1.339
1150.3,-1.3183
1150.4,-1.2983
1150.5,-1.2807
1150.6,-1.2787
1150.7,-1.2829
1150.8,-1.2576
1150.9,-1.1824
1151,-1.0592
1151.1,-0.89629
1151.2,-0.71095
1151.3,-0.5211
1151.4,-0.33352
1151.5,-0.13963
1151.6,0.037914
1151.7,0.17335
1151.8,0.30085
1151.9,0.41722
1152,0.52238
1152.1,0.60615
1152.2,0.6766
1152.3,0.7495
1152.4,0.8222
1152.5,0.89936
1152.6,0.98056
1152.7,1.0707
1152.8,1.1631
1152.9,1.2376
1153,1.2966
1153.1,1.3407
1153.2,1.3494
1153.3,1.3382
1153.4,1.2993
1153.5,1.2218
1153.6,1.1457
1153.7,1.0882
1153.8,1.0556
1153.9,1.035
1154,1.0067
1154.1,0.97864
1154.2,0.94274
1154.3,0.89861
1154.4,0.86107
1154.5,0.82803
1154.6,0.77225
1154.7,0.68274
1154.8,0.57491
1154.9,0.43981
1155,0.32505
1155.1,0.23936
1155.2,0.18594
1155.3,0.15243
1155.4,0.12381
1155.5,0.099703
1155.6,0.064194
1155.7,-0.010535
1155.8,-0.11008
1155.9,-0.24953
1156,-0.42393
1156.1,-0.60753
1156.2,-0.77313
1156.3,-0.925
1156.4,-1.0804
1156.5,-1.2524
1156.6,-1.4334
1156.7,-1.6024
1156.8,-1.7533
1156.9,-1.879
1157,-1.9812
1157.1,-2.0491
1157.2,-2.0893
1157.3,-2.0905
1157.4,-2.0636
1157.5,-2.0174
1157.6,-1.9241
1157.7,-1.7991
1157.8,-1.6661
1157.9,-1.5244
1158,-1.3755
1158.1,-1.2081
1158.2,-1.0187
1158.3,-0.84028
1158.4,-0.67783
1158.5,-0.53001
1158.6,-0.3784
1158.7,-0.18956
1158.8,0.0034653
1158.9,0.20357
1159,0.41402
1159.1,0.60737
1159.2,0.77352
1159.3,0.89624
1159.4,1.0137
1159.5,1.1409
1159.6,1.2372
1159.7,1.3178
1159.8,1.4174
1159.9,1.5258
1160,1.652
1160.1,1.7936
1160.2,1.8995
1160.3,1.9751
1160.4,2.0267
1160.5,2.0565
1160.6,2.069
1160.7,2.075
1160.8,2.0576
1160.9,1.9981
1161,1.8764
1161.1,1.7276
1161.2,1.5844
1161.3,1.4518
1161.4,1.3257
1161.5,1.2139
1161.6,1.1052
1161.7,0.98762
1161.8,0.86373
1161.9,0.72974
1162,0.58176
1162.1,0.42743
1162.2,0.25365
1162.3,0.078834
1162.4,-0.091366
1162.5,-0.28136
1162.6,-0.48821
1162.7,-0.70467
1162.8,-0.90249
1162.9,-1.0731
1163,-1.231
1163.1,-1.371
1163.2,-1.4957
1163.3,-1.6181
1163.4,-1.7568
1163.5,-1.885
1163.6,-2.0014
1163.7,-2.1089
1163.8,-2.1872
1163.9,-2.2464
1164,-2.2852
1164.1,-2.3151
1164.2,-2.3424
1164.3,-2.3323
1164.4,-2.264
1164.5,-2.1587
1164.6,-2.0418
1164.7,-1.9125
1164.8,-1.7546
1164.9,-1.5646
1165,-1.3363
1165.1,-1.085
1165.2,-0.80986
1165.3,-0.51385
1165.4,-0.21726
1165.5,0.063604
1165.6,0.33781
1165.7,0.58942
1165.8,0.82305
1165.9,1.0469
1166,1.2553
1166.1,1.4325
1166.2,1.601
1166.3,1.7658
1166.4,1.927
1166.5,2.0725
1166.6,2.182
1166.7,2.262
1166.8,2.2961
1166.9,2.2775
1167,2.1996
1167.1,2.0781
1167.2,1.924
1167.3,1.7581
1167.4,1.5682
1167.5,1.3482
1167.6,1.1377
1167.7,0.94521
1167.8,0.75984
1167.9,0.59552
1168,0.4576
1168.1,0.32442
1168.2,0.2137
1168.3,0.13341
1168.4,0.059836
1168.5,-0.01538
1168.6,-0.10952
1168.7,-0.22551
1168.8,-0.32345
1168.9,-0.40514
1169,-0.47874
1169.1,-0.53776
1169.2,-0.58982
1169.3,-0.63258
1169.4,-0.67652
1169.5,-0.72038
1169.6,-0.75123
1169.7,-0.78111
1169.8,-0.80512
1169.9,-0.81445
1170,-0.80382
1170.1,-0.80548
1170.2,-0.80628
1170.3,-0.80925
1170.4,-0.83312
1170.5,-0.86104
1170.6,-0.86524
1170.7,-0.84105
1170.8,-0.80512
1170.9,-0.75565
1171,-0.70714
1171.1,-0.66264
1171.2,-0.61078
1171.3,-0.55507
1171.4,-0.49644
1171.5,-0.44948
1171.6,-0.42226
1171.7,-0.39716
1171.8,-0.37517
1171.9,-0.35467
1172,-0.351
1172.1,-0.33969
1172.2,-0.30922
1172.3,-0.27975
1172.4,-0.23704
1172.5,-0.16569
1172.6,-0.067728
1172.7,0.044272
1172.8,0.168
1172.9,0.28259
1173,0.3808
1173.1,0.45064
1173.2,0.50293
1173.3,0.55339
1173.4,0.58889
1173.5,0.60771
1173.6,0.61944
1173.7,0.629
1173.8,0.63286
1173.9,0.64778
1174,0.67719
1174.1,0.69557
1174.2,0.70994
1174.3,0.73524
1174.4,0.74629
1174.5,0.7325
1174.6,0.69751
1174.7,0.65695
1174.8,0.62547
1174.9,0.59535
1175,0.57632
1175.1,0.56601
1175.2,0.54621
1175.3,0.52686
1175.4,0.49062
1175.5,0.43858
1175.6,0.38162
1175.7,0.30597
1175.8,0.22096
1175.9,0.16111
1176,0.12451
1176.1,0.10062
1176.2,0.089177
1176.3,0.069324
1176.4,0.01096
1176.5,-0.078434
1176.6,-0.16982
1176.7,-0.23886
1176.8,-0.30331
1176.9,-0.37165
1177,-0.42871
1177.1,-0.47814
1177.2,-0.51924
1177.3,-0.53145
1177.4,-0.54765
1177.5,-0.57744
1177.6,-0.63597
1177.7,-0.70286
1177.8,-0.75405
1177.9,-0.81209
1178,-0.8474
1178.1,-0.8596
1178.2,-0.85693
1178.3,-0.86056
1178.4,-0.87631
1178.5,-0.89773
1178.6,-0.91756
1178.7,-0.93794
1178.8,-0.93685
1178.9,-0.91768
1179,-0.8581
1179.1,-0.75346
1179.2,-0.64533
1179.3,-0.54763
1179.4,-0.45281
1179.5,-0.36998
1179.6,-0.28977
1179.7,-0.20044
1179.8,-0.088722
1179.9,0.049763
1180,0.20356
1180.1,0.35114
1180.2,0.49116
1180.3,0.62142
1180.4,0.75323
1180.5,0.89067
1180.6,1.0129
1180.7,1.1119
1180.8,1.1954
1180.9,1.2629
1181,1.308
1181.1,1.3261
1181.2,1.3302
1181.3,1.3283
1181.4,1.3229
1181.5,1.3053
1181.6,1.2556
1181.7,1.2055
1181.8,1.1555
1181.9,1.1006
1182,1.0322
1182.1,0.94275
1182.2,0.83259
1182.3,0.69936
1182.4,0.5125
1182.5,0.28282
1182.6,0.045802
1182.7,-0.17778
1182.8,-0.36163
1182.9,-0.50386
1183,-0.60578
1183.1,-0.67026
1183.2,-0.72831
1183.3,-0.79138
1183.4,-0.85022
1183.5,-0.89181
1183.6,-0.9193
1183.7,-0.92774
1183.8,-0.91492
1183.9,-0.90413
1184,-0.90766
1184.1,-0.94293
1184.2,-0.97555
1184.3,-0.98471
1184.4,-0.98393
1184.5,-0.96775
1184.6,-0.93603
1184.7,-0.89814
1184.8,-0.85105
1184.9,-0.793
1185,-0.71526
1185.1,-0.62738
1185.2,-0.53409
1185.3,-0.45539
1185.4,-0.37483
1185.5,-0.30621
1185.6,-0.25485
1185.7,-0.18582
1185.8,-0.10904
1185.9,-0.042385
1186,0.014195
1186.1,0.067269
1186.2,0.1187
1186.3,0.16673
1186.4,0.2095
1186.5,0.25886
1186.6,0.33817
1186.7,0.42183
1186.8,0.50319
1186.9,0.57582
1187,0.64029
1187.1,0.7111
1187.2,0.76681
1187.3,0.80967
1187.4,0.83672
1187.5,0.86402
1187.6,0.88447
1187.7,0.91235
1187.8,0.94262
1187.9,0.94028
1188,0.93826
1188.1,0.94743
1188.2,0.94005
1188.3,0.89784
1188.4,0.8415
1188.5,0.78796
1188.6,0.71755
1188.7,0.63964
1188.8,0.53904
1188.9,0.4271
1189,0.3253
1189.1,0.20395
1189.2,0.060159
1189.3,-0.11095
1189.4,-0.29083
1189.5,-0.46845
1189.6,-0.62908
1189.7,-0.77631
1189.8,-0.92259
1189.9,-1.0541
1190,-1.1701
1190.1,-1.266
1190.2,-1.3138
1190.3,-1.3207
1190.4,-1.2996
1190.5,-1.2545
1190.6,-1.1927
1190.7,-1.1007
1190.8,-0.99924
1190.9,-0.88685
1191,-0.7758
1191.1,-0.66088
1191.2,-0.52818
1191.3,-0.4018
1191.4,-0.2794
1191.5,-0.15252
1191.6,-0.033194
1191.7,0.063058
1191.8,0.14907
1191.9,0.25178
1192,0.36507
1192.1,0.47943
1192.2,0.59042
1192.3,0.69815
1192.4,0.80252
1192.5,0.90674
1192.6,0.98641
1192.7,1.0562
1192.8,1.1233
1192.9,1.1741
1193,1.2006
1193.1,1.2174
1193.2,1.2123
1193.3,1.2037
1193.4,1.1863
1193.5,1.151
1193.6,1.0885
1193.7,1.0122
1193.8,0.91586
1193.9,0.79015
1194,0.64061
1194.1,0.47344
1194.2,0.27776
1194.3,0.071078
1194.4,-0.13911
1194.5,-0.34562
1194.6,-0.53923
1194.7,-0.72017
1194.8,-0.91748
1194.9,-1.1188
1195,-1.3236
1195.1,-1.5369
1195.2,-1.7068
1195.3,-1.8258
1195.4,-1.8763
1195.5,-1.8725
1195.6,-1.8198
1195.7,-1.733
1195.8,-1.6112
1195.9,-1.4534
1196,-1.2714
1196.1,-1.061
1196.2,-0.84458
1196.3,-0.62593
1196.4,-0.41252
1196.5,-0.2398
1196.6,-0.11242
1196.7,-0.0075927
1196.8,0.085086
1196.9,0.16912
1197,0.22397
1197.1,0.27575
1197.2,0.34283
1197.3,0.39738
1197.4,0.44444
1197.5,0.4891
1197.6,0.53713
1197.7,0.58582
1197.8,0.63973
1197.9,0.70903
1198,0.78195
1198.1,0.84617
1198.2,0.90544
1198.3,0.96684
1198.4,1.0294
1198.5,1.0946
1198.6,1.1678
1198.7,1.2348
1198.8,1.2907
1198.9,1.3436
1199,1.4103
1199.1,1.4738
1199.2,1.4822
1199.3,1.4445
1199.4,1.3876
1199.5,1.3018
1199.6,1.1691
1199.7,1.014
1199.8,0.84388
1199.9,0.65924
1200,0.48134
1200.1,0.29922
1200.2,0.092733
1200.3,-0.11938
1200.4,-0.33315
1200.5,-0.53995
1200.6,-0.73295
1200.7,-0.88039
1200.8,-0.97201
1200.9,-1.0255
1201,-1.0667
1201.1,-1.1087
1201.2,-1.1849
1201.3,-1.2674
1201.4,-1.3307
1201.5,-1.3742
1201.6,-1.3918
1201.7,-1.392
1201.8,-1.3623
1201.9,-1.303
1202,-1.2233
1202.1,-1.1193
1202.2,-1.0082
1202.3,-0.89093
1202.4,-0.77768
1202.5,-0.67587
1202.6,-0.58674
1202.7,-0.48745
1202.8,-0.37911
1202.9,-0.29409
1203,-0.23614
1203.1,-0.18955
1203.2,-0.12449
1203.3,-0.050649
1203.4,0.032619
1203.5,0.12041
1203.6,0.22453
1203.7,0.32913
1203.8,0.42203
1203.9,0.51812
1204,0.61063
1204.1,0.69405
1204.2,0.7689
1204.3,0.82154
1204.4,0.83502
1204.5,0.79083
1204.6,0.69471
1204.7,0.56372
1204.8,0.41908
1204.9,0.29405
1205,0.1901
1205.1,0.10391
1205.2,0.061196
1205.3,0.032292
1205.4,0.0010368
1205.5,-0.034847
1205.6,-0.067131
1205.7,-0.10176
1205.8,-0.12752
1205.9,-0.14189
1206,-0.13916
1206.1,-0.12107
1206.2,-0.094597
1206.3,-0.039878
1206.4,0.034676
1206.5,0.09693
1206.6,0.14784
1206.7,0.20027
1206.8,0.25555
1206.9,0.31914
1207,0.35804
1207.1,0.36834
1207.2,0.38616
1207.3,0.39463
1207.4,0.40606
1207.5,0.43317
1207.6,0.46543
1207.7,0.49137
1207.8,0.49509
1207.9,0.48047
1208,0.46239
1208.1,0.43
1208.2,0.40574
1208.3,0.37443
1208.4,0.34865
1208.5,0.34558
1208.6,0.33613
1208.7,0.29791
1208.8,0.24098
1208.9,0.17702
1209,0.12027
1209.1,0.067423
1209.2,0.013848
1209.3,-0.047054
1209.4,-0.11877
1209.5,-0.19994
1209.6,-0.27802
1209.7,-0.34541
1209.8,-0.37786
1209.9,-0.38664
1210,-0.38588
1210.1,-0.36869
1210.2,-0.3183
1210.3,-0.27197
1210.4,-0.26773
1210.5,-0.28572
1210.6,-0.30813
1210.7,-0.30759
1210.8,-0.30212
1210.9,-0.32596
1211,-0.37103
1211.1,-0.43177
1211.2,-0.49468
1211.3,-0.54046
1211.4,-0.57313
1211.5,-0.60018
1211.6,-0.62007
1211.7,-0.60957
1211.8,-0.56128
1211.9,-0.51282
1212,-0.46675
1212.1,-0.42222
1212.2,-0.36686
1212.3,-0.30917
1212.4,-0.25926
1212.5,-0.22302
1212.6,-0.19922
1212.7,-0.1926
1212.8,-0.17752
1212.9,-0.15468
1213,-0.13875
1213.1,-0.12356
1213.2,-0.10203
1213.3,-0.076767
1213.4,-0.049511
1213.5,-0.039826
1213.6,-0.037235
1213.7,-0.030466
1213.8,-0.014991
1213.9,0.016534
1214,0.07054
1214.1,0.11495
1214.2,0.13244
1214.3,0.1263
1214.4,0.094949
1214.5,0.045848
1214.6,-0.023024
1214.7,-0.091671
1214.8,-0.14659
1214.9,-0.18072
1215,-0.17328
1215.1,-0.12931
1215.2,-0.042645
1215.3,0.093806
1215.4,0.25426
1215.5,0.41588
1215.6,0.55721
1215.7,0.6951
1215.8,0.83426
1215.9,0.96974
1216,1.1145
1216.1,1.2591
1216.2,1.3802
1216.3,1.4459
1216.4,1.4675
1216.5,1.4724
1216.6,1.47
1216.7,1.4506
1216.8,1.3998
1216.9,1.3278
1217,1.2443
1217.1,1.1435
1217.2,1.0029
1217.3,0.84417
1217.4,0.67996
1217.5,0.51763
1217.6,0.33795
1217.7,0.15809
1217.8,-0.028522
1217.9,-0.21061
1218,-0.38758
1218.1,-0.58886
1218.2,-0.78974
1218.3,-0.97741
1218.4,-1.1399
1218.5,-1.2721
1218.6,-1.3617
1218.7,-1.4268
1218.8,-1.4768
1218.9,-1.5107
1219,-1.5252
1219.1,-1.5258
1219.2,-1.5251
1219.3,-1.5154
1219.4,-1.4772
1219.5,-1.4276
1219.6,-1.3826
1219.7,-1.3431
1219.8,-1.3108
1219.9,-1.2808
1220,-1.2452
1220.1,-1.1964
1220.2,-1.1446
1220.3,-1.11
1220.4,-1.0554
1220.5,-0.94985
1220.6,-0.81862
1220.7,-0.65183
1220.8,-0.4493
1220.9,-0.23578
1221,-0.036826
1221.1,0.14297
1221.2,0.30577
1221.3,0.51035
1221.4,0.72789
1221.5,0.92633
1221.6,1.0817
1221.7,1.2093
1221.8,1.3176
1221.9,1.3988
1222,1.4892
1222.1,1.5828
1222.2,1.6637
1222.3,1.7276
1222.4,1.7813
1222.5,1.8173
1222.6,1.8179
1222.7,1.7727
1222.8,1.6918
1222.9,1.5983
1223,1.4937
1223.1,1.3666
1223.2,1.1967
1223.3,1.0196
1223.4,0.84424
1223.5,0.66267
1223.6,0.47891
1223.7,0.2868
1223.8,0.089701
1223.9,-0.10264
1224,-0.28851
1224.1,-0.46284
1224.2,-0.61768
1224.3,-0.75561
1224.4,-0.87347
1224.5,-0.9485
1224.6,-0.99609
1224.7,-1.015
1224.8,-1.0079
1224.9,-0.98965
1225,-0.97703
1225.1,-0.98537
1225.2,-0.99661
1225.3,-0.98052
1225.4,-0.93462
1225.5,-0.88704
1225.6,-0.84357
1225.7,-0.79708
1225.8,-0.72379
1225.9,-0.6251
1226,-0.51518
1226.1,-0.40902
1226.2,-0.32035
1226.3,-0.24351
1226.4,-0.18103
1226.5,-0.15378
1226.6,-0.13045
1226.7,-0.098186
1226.8,-0.059123
1226.9,-0.025562
1227,-0.0025139
1227.1,0.013819
1227.2,0.010621
1227.3,0.020663
1227.4,0.025086
1227.5,0.028379
1227.6,0.027771
1227.7,0.020106
1227.8,0.010564
1227.9,-0.025321
1228,-0.078214
1228.1,-0.13219
1228.2,-0.17023
1228.3,-0.18886
1228.4,-0.19523
1228.5,-0.1878
1228.6,-0.17033
1228.7,-0.14855
1228.8,-0.10959
1228.9,-0.072586
1229,-0.026995
1229.1,0.013581
1229.2,0.04905
1229.3,0.092716
1229.4,0.14401
1229.5,0.19437
1229.6,0.24124
1229.7,0.3014
1229.8,0.36847
1229.9,0.43744
1230,0.50538
1230.1,0.58744
1230.2,0.69325
1230.3,0.80224
1230.4,0.90755
1230.5,0.9889
1230.6,1.0499
1230.7,1.0845
1230.8,1.0777
1230.9,1.0339
1231,0.94747
1231.1,0.83051
1231.2,0.70652
1231.3,0.60339
1231.4,0.51184
1231.5,0.41389
1231.6,0.32352
1231.7,0.25075
1231.8,0.16506
1231.9,0.072422
1232,-0.013808
1232.1,-0.07254
1232.2,-0.12373
1232.3,-0.15926
1232.4,-0.18338
1232.5,-0.22723
1232.6,-0.28959
1232.7,-0.37183
1232.8,-0.44862
1232.9,-0.51121
1233,-0.56604
1233.1,-0.61138
1233.2,-0.66169
1233.3,-0.71454
1233.4,-0.75421
1233.5,-0.79754
1233.6,-0.85732
1233.7,-0.90644
1233.8,-0.90283
1233.9,-0.85203
1234,-0.76541
1234.1,-0.64597
1234.2,-0.50947
1234.3,-0.39828
1234.4,-0.32262
1234.5,-0.27862
1234.6,-0.25832
1234.7,-0.24852
1234.8,-0.23677
1234.9,-0.22254
1235,-0.21401
1235.1,-0.21522
1235.2,-0.22571
1235.3,-0.2458
1235.4,-0.26984
1235.5,-0.30595
1235.6,-0.32344
1235.7,-0.31028
1235.8,-0.26812
1235.9,-0.22298
1236,-0.19139
1236.1,-0.17832
1236.2,-0.16812
1236.3,-0.14076
1236.4,-0.10952
1236.5,-0.092154
1236.6,-0.10268
1236.7,-0.14427
1236.8,-0.16401
1236.9,-0.14221
1237,-0.08621
1237.1,-0.011361
1237.2,0.060142
1237.3,0.1396
1237.4,0.21858
1237.5,0.29475
1237.6,0.35658
1237.7,0.42061
1237.8,0.47999
1237.9,0.54951
1238,0.62131
1238.1,0.70332
1238.2,0.79891
1238.3,0.91212
1238.4,1.0183
1238.5,1.0979
1238.6,1.1497
1238.7,1.1798
1238.8,1.194
1238.9,1.178
1239,1.1277
1239.1,1.0699
1239.2,1.0232
1239.3,1.0076
1239.4,1.0014
1239.5,0.98658
1239.6,0.96916
1239.7,0.95214
1239.8,0.93231
1239.9,0.89063
1240,0.81206
1240.1,0.70325
1240.2,0.58167
1240.3,0.444
1240.4,0.27594
1240.5,0.097128
1240.6,-0.081574
1240.7,-0.26345
1240.8,-0.42929
1240.9,-0.58404
1241,-0.7213
1241.1,-0.85182
1241.2,-0.9945
1241.3,-1.1407
1241.4,-1.2878
1241.5,-1.4115
1241.6,-1.5083
1241.7,-1.5836
1241.8,-1.6384
1241.9,-1.7039
1242,-1.7686
1242.1,-1.817
1242.2,-1.8512
1242.3,-1.865
1242.4,-1.8488
1242.5,-1.7979
1242.6,-1.7082
1242.7,-1.5859
1242.8,-1.4286
1242.9,-1.2315
1243,-1.0194
1243.1,-0.82023
1243.2,-0.64289
1243.3,-0.4689
1243.4,-0.29924
1243.5,-0.13793
1243.6,0.031441
1243.7,0.20674
1243.8,0.37789
1243.9,0.54041
1244,0.68729
1244.1,0.82938
1244.2,0.97567
1244.3,1.1075
1244.4,1.1953
1244.5,1.2327
1244.6,1.2399
1244.7,1.2282
1244.8,1.2019
1244.9,1.1625
1245,1.1128
1245.1,1.0554
1245.2,0.99717
1245.3,0.95053
1245.4,0.88544
1245.5,0.82942
1245.6,0.79665
1245.7,0.77841
1245.8,0.77781
1245.9,0.78558
1246,0.79715
1246.1,0.7919
1246.2,0.75443
1246.3,0.70442
1246.4,0.64773
1246.5,0.58727
1246.6,0.53702
1246.7,0.48802
1246.8,0.45391
1246.9,0.43572
1247,0.41327
1247.1,0.38056
1247.2,0.3327
1247.3,0.27115
1247.4,0.21656
1247.5,0.17392
1247.6,0.13822
1247.7,0.092668
1247.8,0.052894
1247.9,0.015146
1248,-0.054036
1248.1,-0.11877
1248.2,-0.20636
1248.3,-0.29828
1248.4,-0.38948
1248.5,-0.45888
1248.6,-0.50897
1248.7,-0.56891
1248.8,-0.64948
1248.9,-0.73322
1249,-0.82887
1249.1,-0.92696
1249.2,-1.0106
1249.3,-1.078
1249.4,-1.1331
1249.5,-1.1577
1249.6,-1.1739
1249.7,-1.1692
1249.8,-1.1545
1249.9,-1.1242
1250,-1.1007
1250.1,-1.0954
1250.2,-1.0869
1250.3,-1.0685
1250.4,-1.0445
1250.5,-1.012
1250.6,-0.97884
1250.7,-0.91328
1250.8,-0.79788
1250.9,-0.66092
1251,-0.50459
1251.1,-0.34403
1251.2,-0.20056
1251.3,-0.05039
1251.4,0.12114
1251.5,0.30565
1251.6,0.48013
1251.7,0.63451
1251.8,0.77427
1251.9,0.89611
1252,0.99172
1252.1,1.0679
1252.2,1.1089
1252.3,1.1035
1252.4,1.0794
1252.5,1.0356
1252.6,0.98313
1252.7,0.92531
1252.8,0.86543
1252.9,0.80285
1253,0.76438
1253.1,0.74001
1253.2,0.71208
1253.3,0.69245
1253.4,0.67176
1253.5,0.65906
1253.6,0.66096
1253.7,0.65834
1253.8,0.63204
1253.9,0.58245
1254,0.53655
1254.1,0.49907
1254.2,0.44327
1254.3,0.39493
1254.4,0.34901
1254.5,0.30987
1254.6,0.2814
1254.7,0.26472
