t,eta
1330.2,0.55993
1330.3,0.51886
1330.4,0.47387
1330.5,0.41463
1330.6,0.31764
1330.7,0.21331
1330.8,0.11367
1330.9,0.011186
1331,-0.091058
1331.1,-0.17572
1331.2,-0.23946
1331.3,-0.30487
1331.4,-0.38316
1331.5,-0.4667
1331.6,-0.56135
1331.7,-0.67647
1331.8,-0.80217
1331.9,-0.92143
1332,-1.029
1332.1,-1.095
1332.2,-1.1359
1332.3,-1.1875
1332.4,-1.2323
1332.5,-1.2399
1332.6,-1.2141
1332.7,-1.1667
1332.8,-1.1057
1332.9,-1.0244
1333,-0.93115
1333.1,-0.84457
1333.2,-0.75501
1333.3,-0.66779
1333.4,-0.59976
1333.5,-0.55145
1333.6,-0.51096
1333.7,-0.46158
1333.8,-0.38916
1333.9,-0.2904
1334,-0.16042
1334.1,-0.029357
1334.2,0.080086
1334.3,0.18231
1334.4,0.27972
1334.5,0.34523
1334.6,0.3883
1334.7,0.43547
1334.8,0.48537
1334.9,0.54027
1335,0.58952
1335.1,0.6143
1335.2,0.65197
1335.3,0.68141
1335.4,0.71019
1335.5,0.75943
1335.6,0.81463
1335.7,0.87476
1335.8,0.94613
1335.9,1.0061
1336,1.0383
1336.1,1.039
1336.2,1.026
1336.3,1.0013
1336.4,0.94753
1336.5,0.88362
1336.6,0.81444
1336.7,0.73498
1336.8,0.66313
1336.9,0.59938
1337,0.55655
1337.1,0.50888
1337.2,0.44707
1337.3,0.3873
1337.4,0.33877
1337.5,0.28403
1337.6,0.21907
1337.7,0.13979
1337.8,0.039403
1337.9,-0.075879
1338,-0.19419
1338.1,-0.31648
1338.2,-0.4374
1338.3,-0.55988
1338.4,-0.69952
1338.5,-0.81991
1338.6,-0.92292
1338.7,-1.0042
1338.8,-1.0491
1338.9,-1.0556
1339,-1.0246
1339.1,-0.95788
1339.2,-0.89901
1339.3,-0.87408
1339.4,-0.86743
1339.5,-0.8788
1339.6,-0.88882
1339.7,-0.87676
1339.8,-0.83401
1339.9,-0.75374
1340,-0.65533
1340.1,-0.55296
1340.2,-0.4442
1340.3,-0.34782
1340.4,-0.26519
1340.5,-0.19151
1340.6,-0.15447
1340.7,-0.11177
1340.8,-0.049741
1340.9,0.0032086
1341,0.037691
1341.1,0.050867
1341.2,0.053371
1341.3,0.04798
1341.4,0.032323
1341.5,0.016184
1341.6,0.010058
1341.7,-0.010672
1341.8,-0.035165
1341.9,-0.036986
1342,-0.011158
1342.1,0.038968
1342.2,0.1165
1342.3,0.20126
1342.4,0.27167
1342.5,0.31386
1342.6,0.35572
1342.7,0.41922
1342.8,0.49053
1342.9,0.55965
1343,0.62641
1343.1,0.6807
1343.2,0.72872
1343.3,0.77208
1343.4,0.8057
1343.5,0.83196
1343.6,0.84124
1343.7,0.83677
1343.8,0.84719
1343.9,0.85109
1344,0.83348
1344.1,0.82134
1344.2,0.80894
1344.3,0.78015
1344.4,0.73243
1344.5,0.68113
1344.6,0.62526
1344.7,0.56842
1344.8,0.53251
1344.9,0.51981
1345,0.50942
1345.1,0.49489
1345.2,0.45549
1345.3,0.4093
1345.4,0.36691
1345.5,0.30664
1345.6,0.20322
1345.7,0.062619
1345.8,-0.1092
1345.9,-0.30621
1346,-0.50596
1346.1,-0.71869
1346.2,-0.91475
1346.3,-1.0738
1346.4,-1.212
1346.5,-1.3532
1346.6,-1.4958
1346.7,-1.6119
1346.8,-1.686
1346.9,-1.7365
1347,-1.7603
1347.1,-1.7803
1347.2,-1.7806
1347.3,-1.7507
1347.4,-1.6714
1347.5,-1.5467
1347.6,-1.3949
1347.7,-1.2156
1347.8,-1.0004
1347.9,-0.76856
1348,-0.54331
1348.1,-0.32747
1348.2,-0.11735
1348.3,0.092871
1348.4,0.29417
1348.5,0.4894
1348.6,0.68946
1348.7,0.87231
1348.8,1.0469
1348.9,1.2259
1349,1.3947
1349.1,1.5387
1349.2,1.657
1349.3,1.7378
1349.4,1.7697
1349.5,1.785
1349.6,1.7687
1349.7,1.708
1349.8,1.6114
1349.9,1.484
1350,1.3144
1350.1,1.1114
1350.2,0.89642
1350.3,0.70427
1350.4,0.52117
1350.5,0.33843
1350.6,0.15585
1350.7,-0.014861
1350.8,-0.18702
1350.9,-0.34497
1351,-0.47844
1351.1,-0.57918
1351.2,-0.67124
1351.3,-0.73754
1351.4,-0.76001
1351.5,-0.75086
1351.6,-0.72552
1351.7,-0.68367
1351.8,-0.65139
1351.9,-0.62523
1352,-0.59859
1352.1,-0.57608
1352.2,-0.53696
1352.3,-0.48589
1352.4,-0.45701
1352.5,-0.44613
1352.6,-0.47204
1352.7,-0.52353
1352.8,-0.58156
1352.9,-0.63402
1353,-0.67283
1353.1,-0.69781
1353.2,-0.70281
1353.3,-0.67429
1353.4,-0.61744
1353.5,-0.56738
1353.6,-0.52502
1353.7,-0.46673
1353.8,-0.41767
1353.9,-0.37503
1354,-0.33205
1354.1,-0.30151
1354.2,-0.26134
1354.3,-0.20376
1354.4,-0.1212
1354.5,-0.023855
1354.6,0.08786
1354.7,0.21685
1354.8,0.34441
1354.9,0.44249
1355,0.51174
1355.1,0.58991
1355.2,0.65574
1355.3,0.71511
1355.4,0.77361
1355.5,0.82146
1355.6,0.86755
1355.7,0.9145
1355.8,0.95197
1355.9,0.95888
1356,0.95307
1356.1,0.92089
1356.2,0.86609
1356.3,0.80297
1356.4,0.72951
1356.5,0.64002
1356.6,0.55199
1356.7,0.48443
1356.8,0.43164
1356.9,0.39765
1357,0.36143
1357.1,0.32089
1357.2,0.27521
1357.3,0.22733
1357.4,0.18194
1357.5,0.15085
1357.6,0.1411
1357.7,0.14357
1357.8,0.15211
1357.9,0.16179
1358,0.16622
1358.1,0.1616
1358.2,0.15352
1358.3,0.15447
1358.4,0.14111
1358.5,0.10309
1358.6,0.03825
1358.7,-0.042979
1358.8,-0.14544
1358.9,-0.26097
1359,-0.39426
1359.1,-0.53952
1359.2,-0.68409
1359.3,-0.81021
1359.4,-0.91793
1359.5,-1.0261
1359.6,-1.1342
1359.7,-1.2283
1359.8,-1.3082
1359.9,-1.3814
1360,-1.445
1360.1,-1.4576
1360.2,-1.4148
1360.3,-1.3529
1360.4,-1.2706
1360.5,-1.1912
1360.6,-1.0924
1360.7,-0.96611
1360.8,-0.82701
1360.9,-0.69028
1361,-0.57054
1361.1,-0.46563
1361.2,-0.37158
1361.3,-0.2823
1361.4,-0.19066
1361.5,-0.092796
1361.6,-0.0062168
1361.7,0.045995
1361.8,0.08178
1361.9,0.12595
1362,0.19454
1362.1,0.26386
1362.2,0.31158
1362.3,0.35606
1362.4,0.40564
1362.5,0.45047
1362.6,0.48562
1362.7,0.54002
1362.8,0.62087
1362.9,0.70261
1363,0.78937
1363.1,0.89757
1363.2,1.0099
1363.3,1.1093
1363.4,1.2013
1363.5,1.2709
1363.6,1.3207
1363.7,1.3709
1363.8,1.4041
1363.9,1.3929
1364,1.3563
1364.1,1.3103
1364.2,1.2641
1364.3,1.2166
1364.4,1.1857
1364.5,1.1586
1364.6,1.1041
1364.7,1.0507
1364.8,1.0068
1364.9,0.97236
1365,0.92218
1365.1,0.84389
1365.2,0.73631
1365.3,0.61057
1365.4,0.46282
1365.5,0.3048
1365.6,0.15704
1365.7,0.0023256
1365.8,-0.16161
1365.9,-0.34261
1366,-0.52233
1366.1,-0.7009
1366.2,-0.88039
1366.3,-1.0662
1366.4,-1.2482
1366.5,-1.3957
1366.6,-1.5231
1366.7,-1.651
1366.8,-1.7627
1366.9,-1.8644
1367,-1.9455
1367.1,-1.9906
1367.2,-2.0054
1367.3,-1.9682
1367.4,-1.8922
1367.5,-1.7763
1367.6,-1.64
1367.7,-1.4887
1367.8,-1.3407
1367.9,-1.1897
1368,-1.0116
1368.1,-0.81144
1368.2,-0.61396
1368.3,-0.42315
1368.4,-0.21886
1368.5,0.0017466
1368.6,0.21871
1368.7,0.42161
1368.8,0.59689
1368.9,0.71806
1369,0.78691
1369.1,0.80913
1369.2,0.79612
1369.3,0.76205
1369.4,0.70769
1369.5,0.66685
1369.6,0.64608
1369.7,0.62458
1369.8,0.62512
1369.9,0.64423
1370,0.66869
1370.1,0.69252
1370.2,0.71117
1370.3,0.71353
1370.4,0.70119
1370.5,0.68477
1370.6,0.66549
1370.7,0.66075
1370.8,0.64259
1370.9,0.62061
1371,0.60009
1371.1,0.56098
1371.2,0.50712
1371.3,0.47623
1371.4,0.45324
1371.5,0.42593
1371.6,0.38194
1371.7,0.34646
1371.8,0.33709
1371.9,0.31057
1372,0.2791
1372.1,0.25829
1372.2,0.23603
1372.3,0.19624
1372.4,0.14944
1372.5,0.12317
1372.6,0.12036
1372.7,0.13667
1372.8,0.15813
1372.9,0.17004
1373,0.18227
1373.1,0.17553
1373.2,0.14178
1373.3,0.083197
1373.4,0.014886
1373.5,-0.050916
1373.6,-0.11278
1373.7,-0.1799
1373.8,-0.26598
1373.9,-0.36156
1374,-0.4457
1374.1,-0.51358
1374.2,-0.56452
1374.3,-0.60672
1374.4,-0.66256
1374.5,-0.70656
1374.6,-0.74181
1374.7,-0.78144
1374.8,-0.83224
1374.9,-0.88251
1375,-0.92402
1375.1,-0.95993
1375.2,-0.97337
1375.3,-0.96626
1375.4,-0.92665
1375.5,-0.85748
1375.6,-0.75773
1375.7,-0.64211
1375.8,-0.51921
1375.9,-0.38671
1376,-0.24401
1376.1,-0.096291
1376.2,0.047962
1376.3,0.1803
1376.4,0.31718
1376.5,0.44122
1376.6,0.51604
1376.7,0.55323
1376.8,0.58186
1376.9,0.59804
1377,0.58298
1377.1,0.5551
1377.2,0.52327
1377.3,0.50279
1377.4,0.49548
1377.5,0.492
1377.6,0.47871
1377.7,0.4546
1377.8,0.43109
1377.9,0.42438
1378,0.40924
1378.1,0.38123
1378.2,0.34298
1378.3,0.30561
1378.4,0.26699
1378.5,0.22495
1378.6,0.20241
1378.7,0.1989
1378.8,0.18733
1378.9,0.15194
1379,0.11188
1379.1,0.086276
1379.2,0.097238
1379.3,0.13008
1379.4,0.17095
1379.5,0.20631
1379.6,0.23203
1379.7,0.2218
1379.8,0.19683
1379.9,0.17535
1380,0.14759
1380.1,0.12345
1380.2,0.10949
1380.3,0.096169
1380.4,0.085092
1380.5,0.085103
1380.6,0.085371
1380.7,0.075979
1380.8,0.050102
1380.9,0.015921
1381,-0.025704
1381.1,-0.09451
1381.2,-0.18813
1381.3,-0.28941
1381.4,-0.38336
1381.5,-0.45637
1381.6,-0.51479
1381.7,-0.56702
1381.8,-0.61787
1381.9,-0.66368
1382,-0.69936
1382.1,-0.72556
1382.2,-0.73706
1382.3,-0.72388
1382.4,-0.68379
1382.5,-0.6394
1382.6,-0.58382
1382.7,-0.52692
1382.8,-0.46475
1382.9,-0.3899
1383,-0.30096
1383.1,-0.18838
1383.2,-0.070852
1383.3,0.036959
1383.4,0.11681
1383.5,0.18373
1383.6,0.25469
1383.7,0.30407
1383.8,0.33723
1383.9,0.35514
1384,0.35546
1384.1,0.36517
1384.2,0.38816
1384.3,0.41944
1384.4,0.44043
1384.5,0.43143
1384.6,0.40947
1384.7,0.36604
1384.8,0.30496
1384.9,0.23915
1385,0.17652
1385.1,0.13629
1385.2,0.089527
1385.3,0.026851
1385.4,-0.047374
1385.5,-0.11427
1385.6,-0.18002
1385.7,-0.22355
1385.8,-0.25889
1385.9,-0.26909
1386,-0.26379
1386.1,-0.26335
1386.2,-0.24341
1386.3,-0.17936
1386.4,-0.099073
1386.5,-0.023793
1386.6,0.047457
1386.7,0.11081
1386.8,0.14806
1386.9,0.16926
1387,0.20565
1387.1,0.25098
1387.2,0.29727
1387.3,0.32317
1387.4,0.34066
1387.5,0.37814
1387.6,0.42823
1387.7,0.48728
1387.8,0.54981
1387.9,0.61569
1388,0.67197
1388.1,0.70972
1388.2,0.71944
1388.3,0.68972
1388.4,0.64081
1388.5,0.59573
1388.6,0.53911
1388.7,0.46392
1388.8,0.37499
1388.9,0.27518
1389,0.18214
1389.1,0.10537
1389.2,0.037417
1389.3,-0.021453
1389.4,-0.069339
1389.5,-0.11939
1389.6,-0.18119
1389.7,-0.25494
1389.8,-0.33191
1389.9,-0.40645
1390,-0.48842
1390.1,-0.57779
1390.2,-0.66712
1390.3,-0.75415
1390.4,-0.85027
1390.5,-0.94672
1390.6,-1.0335
1390.7,-1.1044
1390.8,-1.1713
1390.9,-1.2251
1391,-1.2514
1391.1,-1.2475
1391.2,-1.2313
1391.3,-1.2184
1391.4,-1.189
1391.5,-1.1235
1391.6,-1.0386
1391.7,-0.95797
1391.8,-0.84448
1391.9,-0.72053
1392,-0.59334
1392.1,-0.44175
1392.2,-0.27216
1392.3,-0.077105
1392.4,0.13788
1392.5,0.3516
1392.6,0.55551
1392.7,0.76131
1392.8,0.94777
1392.9,1.1295
1393,1.3043
1393.1,1.4517
1393.2,1.5669
1393.3,1.6449
1393.4,1.6951
1393.5,1.6947
1393.6,1.654
1393.7,1.5994
1393.8,1.5284
1393.9,1.4311
1394,1.3081
1394.1,1.1767
1394.2,1.0366
1394.3,0.88422
1394.4,0.7187
1394.5,0.53973
1394.6,0.36457
1394.7,0.20171
1394.8,0.049612
1394.9,-0.11326
1395,-0.28893
1395.1,-0.46231
1395.2,-0.60496
1395.3,-0.70264
1395.4,-0.74932
1395.5,-0.74733
1395.6,-0.70513
1395.7,-0.66169
1395.8,-0.63548
1395.9,-0.63446
1396,-0.65022
1396.1,-0.66822
1396.2,-0.68389
1396.3,-0.70653
1396.4,-0.73457
1396.5,-0.76129
1396.6,-0.76511
1396.7,-0.77277
1396.8,-0.81467
1396.9,-0.85531
1397,-0.85915
1397.1,-0.84497
1397.2,-0.80955
1397.3,-0.74212
1397.4,-0.6434
1397.5,-0.52376
1397.6,-0.39316
1397.7,-0.2637
1397.8,-0.14908
1397.9,-0.049116
1398,0.049159
1398.1,0.13655
1398.2,0.21268
1398.3,0.29455
1398.4,0.35385
1398.5,0.37105
1398.6,0.36419
1398.7,0.37154
1398.8,0.39435
1398.9,0.41616
1399,0.42884
1399.1,0.43138
1399.2,0.42709
1399.3,0.4231
1399.4,0.41847
1399.5,0.39986
1399.6,0.37737
1399.7,0.37612
1399.8,0.38728
1399.9,0.40329
1400,0.42613
1400.1,0.42212
1400.2,0.39645
1400.3,0.37583
1400.4,0.38189
1400.5,0.39478
1400.6,0.3959
1400.7,0.3806
1400.8,0.36079
1400.9,0.35287
1401,0.33255
1401.1,0.31472
1401.2,0.28299
1401.3,0.24892
1401.4,0.24798
1401.5,0.262
1401.6,0.27842
1401.7,0.29157
1401.8,0.29679
1401.9,0.28095
1402,0.25121
1402.1,0.20598
1402.2,0.13193
1402.3,0.03977
1402.4,-0.065782
1402.5,-0.1684
1402.6,-0.26368
1402.7,-0.37212
1402.8,-0.50226
1402.9,-0.62654
1403,-0.74332
1403.1,-0.8441
1403.2,-0.92431
1403.3,-0.97727
1403.4,-0.99366
1403.5,-0.9649
1403.6,-0.90732
1403.7,-0.84896
1403.8,-0.79672
1403.9,-0.73308
1404,-0.64894
1404.1,-0.55681
1404.2,-0.45374
1404.3,-0.35232
1404.4,-0.26415
1404.5,-0.16816
1404.6,-0.1007
1404.7,-0.065888
1404.8,-0.043536
1404.9,-0.028978
1405,-0.0089791
1405.1,0.028402
1405.2,0.055782
1405.3,0.089972
1405.4,0.12995
1405.5,0.16904
1405.6,0.20512
1405.7,0.2392
1405.8,0.25974
1405.9,0.2724
1406,0.30898
1406.1,0.37535
1406.2,0.44975
1406.3,0.51286
1406.4,0.54767
1406.5,0.55863
1406.6,0.5621
1406.7,0.57364
1406.8,0.60514
1406.9,0.63549
1407,0.64008
1407.1,0.61839
1407.2,0.55841
1407.3,0.46241
1407.4,0.35701
1407.5,0.27365
1407.6,0.22326
1407.7,0.2059
1407.8,0.20086
1407.9,0.18227
1408,0.15412
1408.1,0.11892
1408.2,0.079378
1408.3,0.037253
1408.4,-0.006578
1408.5,-0.036027
1408.6,-0.040128
1408.7,-0.045136
1408.8,-0.047
1408.9,-0.049392
1409,-0.065422
1409.1,-0.09445
1409.2,-0.11759
1409.3,-0.13364
1409.4,-0.15136
1409.5,-0.1695
1409.6,-0.2191
1409.7,-0.27342
1409.8,-0.31546
1409.9,-0.35893
1410,-0.38837
1410.1,-0.3983
1410.2,-0.39948
1410.3,-0.39959
1410.4,-0.37668
1410.5,-0.34611
1410.6,-0.31129
1410.7,-0.25778
1410.8,-0.19754
1410.9,-0.16874
1411,-0.15311
1411.1,-0.13012
1411.2,-0.10258
1411.3,-0.064702
1411.4,-0.01835
1411.5,0.018613
1411.6,0.046565
1411.7,0.063139
1411.8,0.062925
1411.9,0.072508
1412,0.087497
1412.1,0.083559
1412.2,0.065753
1412.3,0.053492
1412.4,0.052783
1412.5,0.063368
1412.6,0.079801
1412.7,0.086268
1412.8,0.086345
1412.9,0.086989
1413,0.080879
1413.1,0.059279
1413.2,0.049035
1413.3,0.060401
1413.4,0.065494
1413.5,0.072102
1413.6,0.096684
1413.7,0.12086
1413.8,0.12722
1413.9,0.11336
1414,0.078814
1414.1,0.043161
1414.2,-0.0058178
1414.3,-0.063029
1414.4,-0.13154
1414.5,-0.19872
1414.6,-0.25529
1414.7,-0.30285
1414.8,-0.33421
1414.9,-0.35734
1415,-0.37948
1415.1,-0.38017
1415.2,-0.36291
1415.3,-0.33507
1415.4,-0.28522
1415.5,-0.22748
1415.6,-0.17154
1415.7,-0.11419
1415.8,-0.038158
1415.9,0.075516
1416,0.21
1416.1,0.33111
1416.2,0.43128
1416.3,0.49863
1416.4,0.52748
1416.5,0.5378
1416.6,0.53544
1416.7,0.51713
1416.8,0.4892
1416.9,0.46024
1417,0.4298
1417.1,0.39317
1417.2,0.35561
1417.3,0.29884
1417.4,0.21011
1417.5,0.086969
1417.6,-0.031588
1417.7,-0.13375
1417.8,-0.22331
1417.9,-0.31221
1418,-0.37452
1418.1,-0.40571
1418.2,-0.41698
1418.3,-0.40631
1418.4,-0.36658
1418.5,-0.31492
1418.6,-0.25313
1418.7,-0.17464
1418.8,-0.094108
1418.9,-0.0058884
1419,0.11625
1419.1,0.25273
1419.2,0.3704
1419.3,0.44996
1419.4,0.48037
1419.5,0.45602
1419.6,0.39463
1419.7,0.31914
1419.8,0.24839
1419.9,0.19036
1420,0.12757
1420.1,0.059677
1420.2,-0.012168
1420.3,-0.07744
1420.4,-0.14113
1420.5,-0.20242
1420.6,-0.24759
1420.7,-0.2655
1420.8,-0.26933
1420.9,-0.2755
1421,-0.28341
1421.1,-0.31218
1421.2,-0.36739
1421.3,-0.41364
1421.4,-0.42809
1421.5,-0.42606
1421.6,-0.39074
1421.7,-0.3016
1421.8,-0.18244
1421.9,-0.033708
1422,0.11954
1422.1,0.24443
1422.2,0.33565
1422.3,0.38818
1422.4,0.41158
1422.5,0.40421
1422.6,0.37468
1422.7,0.32879
1422.8,0.25897
1422.9,0.19064
1423,0.1366
1423.1,0.097882
1423.2,0.051972
1423.3,0.0044359
1423.4,-0.038084
1423.5,-0.090011
1423.6,-0.15686
1423.7,-0.24992
1423.8,-0.3512
1423.9,-0.4481
1424,-0.51345
1424.1,-0.55962
1424.2,-0.58665
1424.3,-0.5989
1424.4,-0.60367
1424.5,-0.61241
1424.6,-0.6209
1424.7,-0.63056
1424.8,-0.62529
1424.9,-0.59726
1425,-0.5515
1425.1,-0.47563
1425.2,-0.37094
1425.3,-0.24032
1425.4,-0.089604
1425.5,0.07661
1425.6,0.25956
1425.7,0.43933
1425.8,0.61305
1425.9,0.76123
1426,0.86682
1426.1,0.95065
1426.2,1.0298
1426.3,1.1126
1426.4,1.1775
1426.5,1.2358
1426.6,1.2928
1426.7,1.298
1426.8,1.2571
1426.9,1.1814
1427,1.0605
1427.1,0.91811
1427.2,0.7756
1427.3,0.6309
1427.4,0.49036
1427.5,0.33721
1427.6,0.18856
1427.7,0.049795
1427.8,-0.080359
1427.9,-0.19926
1428,-0.3109
1428.1,-0.43683
1428.2,-0.55242
1428.3,-0.62626
1428.4,-0.69612
1428.5,-0.78189
1428.6,-0.86619
1428.7,-0.96231
1428.8,-1.0726
1428.9,-1.1842
1429,-1.2777
1429.1,-1.3467
1429.2,-1.3919
1429.3,-1.3861
1429.4,-1.3416
1429.5,-1.2742
1429.6,-1.1944
1429.7,-1.0989
1429.8,-0.97945
1429.9,-0.87098
1430,-0.76157
1430.1,-0.63929
1430.2,-0.50681
1430.3,-0.36555
1430.4,-0.2261
1430.5,-0.091828
1430.6,0.045775
1430.7,0.18451
1430.8,0.34357
1430.9,0.5012
1431,0.63539
1431.1,0.74884
1431.2,0.84052
1431.3,0.90613
1431.4,0.9571
1431.5,0.99155
1431.6,0.99832
1431.7,0.99696
1431.8,1.0145
1431.9,1.0353
1432,1.0564
1432.1,1.0683
1432.2,1.0405
1432.3,0.98868
1432.4,0.95906
1432.5,0.95491
1432.6,0.97868
1432.7,1.0007
1432.8,1.0126
1432.9,1.0189
1433,1.0148
1433.1,1.0018
1433.2,0.9629
1433.3,0.86729
1433.4,0.72672
1433.5,0.59578
1433.6,0.4928
1433.7,0.40588
1433.8,0.3227
1433.9,0.23381
1434,0.15096
1434.1,0.039261
1434.2,-0.13215
1434.3,-0.35455
1434.4,-0.60126
1434.5,-0.83222
1434.6,-1.0501
1434.7,-1.2358
1434.8,-1.3841
1434.9,-1.4887
1435,-1.567
1435.1,-1.6341
1435.2,-1.6938
1435.3,-1.7495
1435.4,-1.7755
1435.5,-1.7922
1435.6,-1.7939
1435.7,-1.7702
1435.8,-1.7325
1435.9,-1.6651
1436,-1.5707
1436.1,-1.467
1436.2,-1.3328
1436.3,-1.171
1436.4,-1.0137
1436.5,-0.87271
1436.6,-0.73154
1436.7,-0.58411
1436.8,-0.41416
1436.9,-0.21843
1437,-0.031801
1437.1,0.15176
1437.2,0.30644
1437.3,0.44402
1437.4,0.55157
1437.5,0.64499
1437.6,0.75694
1437.7,0.8871
1437.8,1.0398
1437.9,1.2079
1438,1.3829
1438.1,1.5719
1438.2,1.7685
1438.3,1.937
1438.4,2.0431
1438.5,2.0744
1438.6,2.05
1438.7,1.9754
1438.8,1.8573
1438.9,1.7035
1439,1.5509
1439.1,1.3979
1439.2,1.2548
1439.3,1.1171
1439.4,0.9739
1439.5,0.84129
1439.6,0.70652
1439.7,0.54944
1439.8,0.37386
1439.9,0.19258
1440,0.014483
1440.1,-0.1429
1440.2,-0.26773
1440.3,-0.36894
1440.4,-0.45534
1440.5,-0.51447
1440.6,-0.57126
1440.7,-0.62576
1440.8,-0.67463
1440.9,-0.72214
1441,-0.75717
1441.1,-0.7747
1441.2,-0.77499
1441.3,-0.74748
1441.4,-0.70354
1441.5,-0.65431
1441.6,-0.59188
1441.7,-0.53794
1441.8,-0.51543
1441.9,-0.52644
1442,-0.5454
1442.1,-0.57853
1442.2,-0.63261
1442.3,-0.69547
1442.4,-0.77225
1442.5,-0.83586
1442.6,-0.89981
1442.7,-0.95866
1442.8,-0.98062
1442.9,-0.97316
1443,-0.94127
1443.1,-0.8937
1443.2,-0.79948
1443.3,-0.663
1443.4,-0.50644
1443.5,-0.34489
1443.6,-0.19791
1443.7,-0.079812
1443.8,0.032642
1443.9,0.12638
1444,0.21612
1444.1,0.30778
1444.2,0.38874
1444.3,0.46447
1444.4,0.5088
1444.5,0.52526
1444.6,0.51958
1444.7,0.49953
1444.8,0.47856
1444.9,0.45112
1445,0.42826
1445.1,0.40054
1445.2,0.35413
1445.3,0.30535
1445.4,0.24754
1445.5,0.16686
1445.6,0.083264
1445.7,0.020454
1445.8,-0.019773
1445.9,-0.022941
1446,0.010081
1446.1,0.03938
1446.2,0.068872
1446.3,0.096608
1446.4,0.10599
1446.5,0.091222
1446.6,0.053834
1446.7,-0.00028072
1446.8,-0.051366
1446.9,-0.09331
1447,-0.12886
1447.1,-0.15585
1447.2,-0.15645
1447.3,-0.14484
1447.4,-0.1012
1447.5,-0.04502
1447.6,0.0072426
1447.7,0.066318
1447.8,0.12178
1447.9,0.1776
1448,0.24672
1448.1,0.30476
1448.2,0.34395
1448.3,0.36676
1448.4,0.38278
1448.5,0.39721
1448.6,0.40583
1448.7,0.40495
1448.8,0.39955
1448.9,0.39837
1449,0.41983
1449.1,0.45752
1449.2,0.50277
1449.3,0.56273
1449.4,0.61641
1449.5,0.66686
1449.6,0.69349
1449.7,0.69757
1449.8,0.7003
1449.9,0.68744
1450,0.65837
1450.1,0.59876
1450.2,0.50525
1450.3,0.39667
1450.4,0.26827
1450.5,0.12414
1450.6,-0.03861
1450.7,-0.18699
1450.8,-0.31729
1450.9,-0.4313
1451,-0.5278
1451.1,-0.60881
1451.2,-0.69728
1451.3,-0.80277
1451.4,-0.90485
1451.5,-0.97704
1451.6,-1.0174
1451.7,-1.0004
1451.8,-0.96026
1451.9,-0.89856
1452,-0.81014
1452.1,-0.72288
1452.2,-0.64077
1452.3,-0.55749
1452.4,-0.48153
1452.5,-0.42654
1452.6,-0.4026
1452.7,-0.38471
1452.8,-0.36667
1452.9,-0.34376
1453,-0.3178
1453.1,-0.29788
1453.2,-0.27327
1453.3,-0.23874
1453.4,-0.20437
1453.5,-0.17863
1453.6,-0.15947
1453.7,-0.12566
1453.8,-0.070919
1453.9,-0.003243
1454,0.051517
1454.1,0.083689
1454.2,0.093
1454.3,0.094192
1454.4,0.121
1454.5,0.16575
1454.6,0.22046
1454.7,0.26143
1454.8,0.28569
1454.9,0.3257
1455,0.35878
1455.1,0.37956
1455.2,0.39147
1455.3,0.3889
1455.4,0.38377
1455.5,0.37413
1455.6,0.35437
1455.7,0.32688
1455.8,0.30062
1455.9,0.28219
1456,0.26373
1456.1,0.23708
1456.2,0.20745
1456.3,0.18518
1456.4,0.18437
1456.5,0.16817
1456.6,0.13102
1456.7,0.08305
1456.8,0.033976
1456.9,0.0013523
1457,-0.032383
1457.1,-0.065571
1457.2,-0.086307
1457.3,-0.10909
1457.4,-0.12827
1457.5,-0.16091
1457.6,-0.21994
1457.7,-0.30095
1457.8,-0.39299
1457.9,-0.47179
1458,-0.52059
1458.1,-0.53983
1458.2,-0.54052
1458.3,-0.49494
1458.4,-0.39947
1458.5,-0.2779
1458.6,-0.1377
1458.7,0.0041625
1458.8,0.17057
1458.9,0.35268
1459,0.55475
1459.1,0.76995
1459.2,0.96685
1459.3,1.1539
1459.4,1.3171
1459.5,1.4491
1459.6,1.5527
1459.7,1.6236
1459.8,1.6307
1459.9,1.5591
1460,1.4223
1460.1,1.2565
1460.2,1.0918
1460.3,0.92087
1460.4,0.72363
1460.5,0.50739
1460.6,0.28535
1460.7,0.059949
1460.8,-0.17069
1460.9,-0.39644
1461,-0.58664
1461.1,-0.74868
1461.2,-0.88856
1461.3,-1.0143
1461.4,-1.1043
1461.5,-1.1665
1461.6,-1.195
1461.7,-1.201
1461.8,-1.1858
1461.9,-1.1705
1462,-1.1686
1462.1,-1.1721
1462.2,-1.1601
1462.3,-1.1276
1462.4,-1.0957
1462.5,-1.0746
1462.6,-1.05
1462.7,-1.038
1462.8,-1.0409
1462.9,-1.057
1463,-1.0681
1463.1,-1.0576
1463.2,-1.0295
1463.3,-0.97459
1463.4,-0.88877
1463.5,-0.75774
1463.6,-0.60963
1463.7,-0.44534
1463.8,-0.24869
1463.9,-0.055657
1464,0.12033
1464.1,0.25523
1464.2,0.36853
1464.3,0.47478
1464.4,0.5502
1464.5,0.57413
1464.6,0.56424
1464.7,0.5452
1464.8,0.50236
1464.9,0.44358
1465,0.40343
1465.1,0.40661
1465.2,0.43759
1465.3,0.49016
1465.4,0.54931
1465.5,0.60663
1465.6,0.67064
1465.7,0.72726
1465.8,0.78992
1465.9,0.85417
1466,0.93383
1466.1,1.0206
1466.2,1.1011
1466.3,1.164
1466.4,1.2071
1466.5,1.2367
1466.6,1.2528
1466.7,1.2469
